date,open,high,low,close,adjclose,volume,ticker,company
2022-02-08,73000.0,73000.0,73000.0,73000.0,67492.8984375,0,005930.KS,삼성전자
2022-02-09,73000.0,73000.0,73000.0,73000.0,67492.8984375,0,005930.KS,삼성전자
2022-02-10,75600.0,75800.0,74700.0,75400.0,69711.828125,17746033,005930.KS,삼성전자
2022-02-11,75000.0,75500.0,74600.0,74900.0,69249.5546875,12205407,005930.KS,삼성전자
2022-02-14,74400.0,74500.0,73100.0,73700.0,68140.0625,13993255,005930.KS,삼성전자
2022-02-15,74100.0,74200.0,73100.0,73700.0,68140.0625,9320365,005930.KS,삼성전자
2022-02-16,74600.0,74900.0,74200.0,74800.0,69157.078125,10767386,005930.KS,삼성전자
2022-02-17,75000.0,75600.0,74500.0,75000.0,69341.9921875,13605382,005930.KS,삼성전자
2022-02-18,74600.0,74800.0,73700.0,74300.0,68694.8203125,10122226,005930.KS,삼성전자
2022-02-21,74300.0,74300.0,74300.0,74300.0,68694.8203125,0,005930.KS,삼성전자
2022-02-22,74300.0,74300.0,74300.0,74300.0,68694.8203125,0,005930.KS,삼성전자
2022-02-23,74300.0,74300.0,74300.0,74300.0,68694.8203125,0,005930.KS,삼성전자
2022-02-24,72300.0,72300.0,71300.0,71500.0,66106.0390625,15759283,005930.KS,삼성전자
2022-02-25,72100.0,72600.0,71900.0,71900.0,66475.8515625,13168484,005930.KS,삼성전자
2022-02-28,71900.0,71900.0,71900.0,71900.0,66475.8515625,0,005930.KS,삼성전자
2022-03-02,72300.0,72400.0,71500.0,71700.0,66290.96875,12481430,005930.KS,삼성전자
2022-03-03,72300.0,73100.0,72200.0,72900.0,67400.4296875,13232638,005930.KS,삼성전자
2022-03-04,72900.0,72900.0,72900.0,72900.0,67400.4296875,0,005930.KS,삼성전자
2022-03-07,70000.0,70600.0,69900.0,70100.0,64811.66796875,18617138,005930.KS,삼성전자
2022-03-08,68800.0,70000.0,68700.0,69500.0,64256.91796875,15828269,005930.KS,삼성전자
2022-03-10,69500.0,69500.0,69500.0,69500.0,64256.91796875,0,005930.KS,삼성전자
2022-03-11,70500.0,70700.0,69700.0,70000.0,64719.203125,15787655,005930.KS,삼성전자
2022-03-14,70000.0,70200.0,69600.0,70200.0,64904.109375,9040993,005930.KS,삼성전자
2022-03-15,70200.0,70200.0,70200.0,70200.0,64904.109375,0,005930.KS,삼성전자
2022-03-16,70200.0,70500.0,69700.0,70400.0,65089.0390625,10175750,005930.KS,삼성전자
2022-03-17,70400.0,70400.0,70400.0,70400.0,65089.0390625,0,005930.KS,삼성전자
2022-03-18,70600.0,70900.0,70200.0,70700.0,65366.39453125,14410038,005930.KS,삼성전자
2022-03-21,70900.0,71000.0,69900.0,69900.0,64626.7421875,11169002,005930.KS,삼성전자
2022-03-22,69900.0,70500.0,69900.0,70300.0,64996.5703125,9402666,005930.KS,삼성전자
2022-03-23,70600.0,71200.0,70300.0,70500.0,65181.4921875,12398025,005930.KS,삼성전자
2022-03-24,69600.0,70300.0,69600.0,69800.0,64534.2890625,37943357,005930.KS,삼성전자
2022-03-25,70100.0,70200.0,69600.0,69800.0,64534.2890625,12986010,005930.KS,삼성전자
2022-03-28,69500.0,69900.0,69200.0,69700.0,64441.82421875,12619289,005930.KS,삼성전자
2022-03-29,70000.0,70300.0,69800.0,70200.0,64904.109375,13686208,005930.KS,삼성전자
2022-03-30,70300.0,70500.0,69800.0,69900.0,64960.80078125,12670187,005930.KS,삼성전자
2022-03-31,69900.0,70200.0,69600.0,69600.0,64682.00390625,12510366,005930.KS,삼성전자
2022-04-01,69500.0,69500.0,69000.0,69100.0,64217.34375,15916846,005930.KS,삼성전자
2022-04-04,68900.0,69300.0,68600.0,69300.0,64403.1953125,11107905,005930.KS,삼성전자
2022-04-05,69400.0,69600.0,69100.0,69200.0,64310.265625,8467248,005930.KS,삼성전자
2022-04-06,68600.0,68800.0,68500.0,68500.0,63659.71875,15517308,005930.KS,삼성전자
2022-04-07,68500.0,68500.0,68000.0,68000.0,63195.05078125,20683327,005930.KS,삼성전자
2022-04-08,68100.0,68300.0,67700.0,67800.0,63009.1953125,15453191,005930.KS,삼성전자
2022-04-11,67800.0,68100.0,67400.0,67900.0,63102.1328125,12263735,005930.KS,삼성전자
2022-04-12,67600.0,67700.0,67000.0,67000.0,62265.72265625,13924389,005930.KS,삼성전자
2022-04-13,67300.0,69000.0,67200.0,68700.0,63845.6015625,17378619,005930.KS,삼성전자
2022-04-14,68700.0,68700.0,67500.0,67500.0,62730.39453125,16409494,005930.KS,삼성전자
2022-04-15,67200.0,67300.0,66500.0,66600.0,61893.984375,13176415,005930.KS,삼성전자
2022-04-18,66500.0,67100.0,66100.0,66700.0,61986.91796875,10119203,005930.KS,삼성전자
2022-04-19,67100.0,68000.0,67000.0,67300.0,62544.5234375,12959434,005930.KS,삼성전자
2022-04-20,67000.0,67400.0,66500.0,67400.0,62637.45703125,16693293,005930.KS,삼성전자
2022-04-21,67600.0,68300.0,67500.0,67700.0,62916.2578125,12847448,005930.KS,삼성전자
2022-04-22,67200.0,67300.0,66700.0,67000.0,62265.72265625,11791478,005930.KS,삼성전자
2022-04-25,66500.0,66700.0,66300.0,66300.0,61615.1796875,11016474,005930.KS,삼성전자
2022-04-26,66400.0,66700.0,66100.0,66100.0,61429.31640625,12946923,005930.KS,삼성전자
2022-04-27,65400.0,65500.0,64900.0,65000.0,60407.04296875,18122084,005930.KS,삼성전자
2022-04-28,65400.0,65500.0,64500.0,64800.0,60221.171875,16895527,005930.KS,삼성전자
2022-04-29,65100.0,67600.0,65000.0,67400.0,62637.45703125,26190390,005930.KS,삼성전자
2022-05-02,66600.0,67600.0,66500.0,67300.0,62544.5234375,14106184,005930.KS,삼성전자
2022-05-03,67400.0,68400.0,67300.0,67500.0,62730.39453125,14168875,005930.KS,삼성전자
2022-05-04,68000.0,68400.0,67500.0,67900.0,63102.1328125,11505248,005930.KS,삼성전자
2022-05-06,67000.0,67100.0,66500.0,66500.0,61801.05859375,14356156,005930.KS,삼성전자
2022-05-10,65900.0,66300.0,65300.0,65700.0,61057.57421875,17235605,005930.KS,삼성전자
2022-05-11,65500.0,66300.0,65200.0,65700.0,61057.57421875,12330920,005930.KS,삼성전자
2022-05-12,65200.0,65500.0,64900.0,64900.0,60314.11328125,16414188,005930.KS,삼성전자
2022-05-13,65300.0,66700.0,65200.0,66500.0,61801.05859375,14551536,005930.KS,삼성전자
2022-05-16,67100.0,67400.0,66100.0,66300.0,61615.1796875,11937555,005930.KS,삼성전자
2022-05-17,66600.0,67900.0,66600.0,67600.0,62823.3203125,15680447,005930.KS,삼성전자
2022-05-18,68300.0,68700.0,67600.0,68100.0,63287.98828125,16486319,005930.KS,삼성전자
2022-05-19,66500.0,67600.0,66500.0,67500.0,62730.39453125,17073727,005930.KS,삼성전자
2022-05-20,67800.0,68400.0,67700.0,68000.0,63195.05078125,12109671,005930.KS,삼성전자
2022-05-23,68800.0,68800.0,67600.0,67900.0,63102.1328125,13684088,005930.KS,삼성전자
2022-05-24,67500.0,67700.0,66500.0,66500.0,61801.05859375,15482576,005930.KS,삼성전자
2022-05-25,66700.0,67100.0,65900.0,66400.0,61708.10546875,15150490,005930.KS,삼성전자
2022-05-26,66300.0,67200.0,65500.0,65900.0,61243.453125,15970890,005930.KS,삼성전자
2022-05-27,66700.0,66900.0,66200.0,66500.0,61801.05859375,11405555,005930.KS,삼성전자
2022-05-30,67500.0,67800.0,66900.0,67700.0,62916.2578125,14255484,005930.KS,삼성전자
2022-05-31,67500.0,67500.0,66700.0,67400.0,62637.45703125,24365002,005930.KS,삼성전자
2022-06-02,66600.0,67000.0,66400.0,66700.0,61986.91796875,14959443,005930.KS,삼성전자
2022-06-03,67200.0,67300.0,66800.0,66800.0,62079.84765625,8222883,005930.KS,삼성전자
2022-06-07,66200.0,66400.0,65400.0,65500.0,60871.7109375,19355755,005930.KS,삼성전자
2022-06-08,65400.0,65700.0,65300.0,65300.0,60685.84375,12483180,005930.KS,삼성전자
2022-06-09,65100.0,65200.0,64500.0,65200.0,60592.91015625,25790725,005930.KS,삼성전자
2022-06-10,64000.0,64400.0,63800.0,63800.0,59291.8359375,22193552,005930.KS,삼성전자
2022-06-13,62400.0,62800.0,62100.0,62100.0,57711.95703125,22157816,005930.KS,삼성전자
2022-06-14,61200.0,62200.0,61100.0,61900.0,57526.09375,24606419,005930.KS,삼성전자
2022-06-15,61300.0,61500.0,60200.0,60700.0,56410.88671875,26811224,005930.KS,삼성전자
2022-06-16,61300.0,61800.0,60500.0,60900.0,56596.7578125,23394895,005930.KS,삼성전자
2022-06-17,59400.0,59900.0,59400.0,59800.0,55574.47265625,29053450,005930.KS,삼성전자
2022-06-20,59800.0,59900.0,58100.0,58700.0,54552.20703125,34111306,005930.KS,삼성전자
2022-06-21,58700.0,59200.0,58200.0,58500.0,54366.34375,25148109,005930.KS,삼성전자
2022-06-22,59000.0,59100.0,57600.0,57600.0,53529.9375,23334687,005930.KS,삼성전자
2022-06-23,57700.0,58000.0,56800.0,57400.0,53344.0625,28338608,005930.KS,삼성전자
2022-06-24,57900.0,59100.0,57700.0,58400.0,54273.40625,23256103,005930.KS,삼성전자
2022-06-27,59000.0,59900.0,58300.0,58800.0,54645.14453125,18122236,005930.KS,삼성전자
2022-06-28,59200.0,59500.0,58700.0,59400.0,55202.75,13540538,005930.KS,삼성전자
2022-06-29,58500.0,58800.0,58000.0,58000.0,54231.2578125,14677138,005930.KS,삼성전자
2022-06-30,57200.0,57600.0,57000.0,57000.0,53296.234375,18915142,005930.KS,삼성전자
2022-07-01,56900.0,57500.0,55900.0,56200.0,52548.21484375,24982097,005930.KS,삼성전자
2022-07-04,56100.0,57400.0,55700.0,57100.0,53389.734375,17807126,005930.KS,삼성전자
2022-07-05,57600.0,58200.0,57200.0,57200.0,53483.23828125,14216539,005930.KS,삼성전자
2022-07-06,57300.0,57300.0,56400.0,56400.0,52735.2265625,16820461,005930.KS,삼성전자
2022-07-07,56400.0,58700.0,56300.0,58200.0,54418.26953125,21322833,005930.KS,삼성전자
2022-07-08,58600.0,59300.0,58200.0,58700.0,54885.76953125,15339271,005930.KS,삼성전자
2022-07-11,59300.0,59600.0,58700.0,58800.0,54979.28125,13042624,005930.KS,삼성전자
2022-07-12,58600.0,58700.0,58100.0,58100.0,54324.76171875,9336061,005930.KS,삼성전자
2022-07-13,58300.0,58600.0,58000.0,58000.0,54231.2578125,10841315,005930.KS,삼성전자
2022-07-14,57500.0,58200.0,57400.0,57500.0,53763.73828125,15067012,005930.KS,삼성전자
2022-07-15,58400.0,60000.0,58100.0,60000.0,56101.3046875,18685583,005930.KS,삼성전자
2022-07-18,60600.0,62000.0,60500.0,61900.0,57877.84765625,20832517,005930.KS,삼성전자
2022-07-19,61400.0,61500.0,60200.0,60900.0,56942.81640625,15248261,005930.KS,삼성전자
2022-07-20,61800.0,62100.0,60500.0,60500.0,56568.80859375,16782238,005930.KS,삼성전자
2022-07-21,61100.0,61900.0,60700.0,61800.0,57784.33984375,12291374,005930.KS,삼성전자
2022-07-22,61800.0,62200.0,61200.0,61300.0,57316.83203125,10261310,005930.KS,삼성전자
2022-07-25,60900.0,61900.0,60800.0,61100.0,57129.828125,9193681,005930.KS,삼성전자
2022-07-26,60800.0,61900.0,60800.0,61700.0,57690.83984375,6597211,005930.KS,삼성전자
2022-07-27,61300.0,61900.0,61200.0,61800.0,57784.33984375,7320997,005930.KS,삼성전자
2022-07-28,62300.0,62600.0,61600.0,61900.0,57877.84765625,10745302,005930.KS,삼성전자
2022-07-29,62400.0,62600.0,61300.0,61400.0,57410.3359375,15093120,005930.KS,삼성전자
2022-08-01,61000.0,61700.0,60300.0,61300.0,57316.83203125,13154816,005930.KS,삼성전자
2022-08-02,61200.0,61900.0,61000.0,61700.0,57690.83984375,13614895,005930.KS,삼성전자
2022-08-03,61600.0,61600.0,61000.0,61300.0,57316.83203125,10053861,005930.KS,삼성전자
2022-08-04,61700.0,61800.0,61200.0,61500.0,57503.83203125,9125439,005930.KS,삼성전자
2022-08-05,61700.0,61900.0,61200.0,61500.0,57503.83203125,9567620,005930.KS,삼성전자
2022-08-08,61400.0,61400.0,60600.0,60800.0,56849.328125,11313150,005930.KS,삼성전자
2022-08-09,60600.0,60700.0,59600.0,60000.0,56101.3046875,18251170,005930.KS,삼성전자
2022-08-10,58900.0,59200.0,58600.0,59100.0,55259.78125,18084349,005930.KS,삼성전자
2022-08-11,59600.0,60000.0,59300.0,59900.0,56007.796875,15141941,005930.KS,삼성전자
2022-08-12,59500.0,60700.0,59400.0,60200.0,56288.3125,10786658,005930.KS,삼성전자
2022-08-16,60500.0,61600.0,60300.0,61000.0,57036.328125,15036727,005930.KS,삼성전자
2022-08-17,61100.0,61200.0,60300.0,60400.0,56475.3125,9061518,005930.KS,삼성전자
2022-08-18,60300.0,61900.0,60000.0,61500.0,57503.83203125,16372754,005930.KS,삼성전자
2022-08-19,61400.0,61600.0,60600.0,60900.0,56942.81640625,6923679,005930.KS,삼성전자
2022-08-22,60300.0,60400.0,59800.0,60000.0,56101.3046875,8259865,005930.KS,삼성전자
2022-08-23,59000.0,59600.0,59000.0,59100.0,55259.78125,9041629,005930.KS,삼성전자
2022-08-24,59200.0,59500.0,59000.0,59000.0,55166.2890625,8888486,005930.KS,삼성전자
2022-08-25,59200.0,59700.0,59000.0,59700.0,55820.79296875,5767902,005930.KS,삼성전자
2022-08-26,60300.0,60900.0,59900.0,60000.0,56101.3046875,9499995,005930.KS,삼성전자
2022-08-29,58700.0,58900.0,58600.0,58600.0,54792.2734375,9841329,005930.KS,삼성전자
2022-08-30,58700.0,59000.0,58300.0,58800.0,54979.28125,9690044,005930.KS,삼성전자
2022-08-31,58200.0,59900.0,58200.0,59700.0,55820.79296875,14203512,005930.KS,삼성전자
2022-09-01,58700.0,58900.0,58300.0,58400.0,54605.265625,14905777,005930.KS,삼성전자
2022-09-02,58300.0,58600.0,57500.0,57500.0,53763.73828125,15040310,005930.KS,삼성전자
2022-09-05,57400.0,57800.0,56800.0,57100.0,53389.734375,11425977,005930.KS,삼성전자
2022-09-06,57200.0,57600.0,56900.0,57100.0,53389.734375,7503086,005930.KS,삼성전자
2022-09-07,56700.0,56700.0,55900.0,56000.0,52361.21484375,17384854,005930.KS,삼성전자
2022-09-08,56200.0,56400.0,55600.0,55600.0,51987.203125,18000016,005930.KS,삼성전자
2022-09-13,57000.0,58500.0,56800.0,58100.0,54324.76171875,17166581,005930.KS,삼성전자
2022-09-14,56200.0,57200.0,56100.0,56800.0,53109.23046875,12524961,005930.KS,삼성전자
2022-09-15,57000.0,57100.0,56000.0,56000.0,52361.21484375,11664819,005930.KS,삼성전자
2022-09-16,55600.0,56400.0,55500.0,56200.0,52548.21484375,13456503,005930.KS,삼성전자
2022-09-19,56300.0,57000.0,56000.0,56400.0,52735.2265625,12278653,005930.KS,삼성전자
2022-09-20,56400.0,57000.0,55800.0,55800.0,52174.2109375,14041465,005930.KS,삼성전자
2022-09-21,55400.0,55500.0,55000.0,55300.0,51706.69921875,11863700,005930.KS,삼성전자
2022-09-22,54600.0,54700.0,54300.0,54400.0,50865.17578125,12786510,005930.KS,삼성전자
2022-09-23,54400.0,54900.0,54200.0,54500.0,50958.6875,10555964,005930.KS,삼성전자
2022-09-26,53700.0,54200.0,53600.0,53900.0,50397.66796875,15008449,005930.KS,삼성전자
2022-09-27,53800.0,54200.0,53500.0,54200.0,50678.171875,16631289,005930.KS,삼성전자
2022-09-28,53900.0,54400.0,52500.0,52900.0,49462.6484375,19991129,005930.KS,삼성전자
2022-09-29,53300.0,53700.0,52600.0,52600.0,49520.07421875,13882080,005930.KS,삼성전자
2022-09-30,52300.0,53600.0,51800.0,53100.0,49990.79296875,22503249,005930.KS,삼성전자
2022-10-04,55300.0,55400.0,54500.0,55200.0,51967.83984375,19148435,005930.KS,삼성전자
2022-10-05,56900.0,57200.0,55400.0,56000.0,52720.9921875,22458970,005930.KS,삼성전자
2022-10-06,56700.0,57300.0,56300.0,56300.0,53003.42578125,14944446,005930.KS,삼성전자
2022-10-07,55900.0,56900.0,55200.0,56200.0,52909.27734375,16886813,005930.KS,삼성전자
2022-10-11,54400.0,55700.0,54000.0,55400.0,52156.125,21437877,005930.KS,삼성전자
2022-10-12,55700.0,57000.0,55200.0,55800.0,52532.703125,18408910,005930.KS,삼성전자
2022-10-13,55400.0,56100.0,55200.0,55200.0,51967.83984375,13784602,005930.KS,삼성전자
2022-10-14,56200.0,56500.0,55800.0,56300.0,53003.42578125,12924326,005930.KS,삼성전자
2022-10-17,55800.0,57000.0,55700.0,56600.0,53285.859375,13641878,005930.KS,삼성전자
2022-10-18,56700.0,57100.0,55800.0,56500.0,53191.71875,14820702,005930.KS,삼성전자
2022-10-19,56700.0,56900.0,55700.0,55800.0,52532.703125,12660652,005930.KS,삼성전자
2022-10-20,55200.0,56000.0,55100.0,55500.0,52250.265625,17107653,005930.KS,삼성전자
2022-10-21,55100.0,56300.0,55100.0,55900.0,52626.84765625,11456060,005930.KS,삼성전자
2022-10-24,57000.0,57500.0,56700.0,57500.0,54133.16015625,16944503,005930.KS,삼성전자
2022-10-25,57000.0,58600.0,57000.0,57700.0,54321.45703125,17405678,005930.KS,삼성전자
2022-10-26,58000.0,59600.0,57700.0,59400.0,55921.91796875,20824967,005930.KS,삼성전자
2022-10-27,59700.0,60100.0,58900.0,59500.0,56016.05859375,21756712,005930.KS,삼성전자
2022-10-28,58900.0,59200.0,57200.0,57300.0,53944.8671875,20924937,005930.KS,삼성전자
2022-10-31,58100.0,59900.0,58000.0,59400.0,55921.91796875,18999514,005930.KS,삼성전자
2022-11-01,59900.0,60300.0,59500.0,60000.0,56486.77734375,17201647,005930.KS,삼성전자
2022-11-02,59700.0,60000.0,59300.0,59600.0,56110.20703125,13202919,005930.KS,삼성전자
2022-11-03,58600.0,59800.0,58100.0,59200.0,55733.625,17492162,005930.KS,삼성전자
2022-11-04,59100.0,59500.0,58400.0,59400.0,55921.91796875,12445841,005930.KS,삼성전자
2022-11-07,59700.0,60300.0,59400.0,60200.0,56675.07421875,12437246,005930.KS,삼성전자
2022-11-08,60500.0,61900.0,60500.0,61800.0,58181.3828125,18273898,005930.KS,삼성전자
2022-11-09,62000.0,62200.0,61300.0,62000.0,58369.67578125,14045592,005930.KS,삼성전자
2022-11-10,61400.0,61500.0,60400.0,60400.0,56863.359375,21087633,005930.KS,삼성전자
2022-11-11,63100.0,63200.0,62300.0,62900.0,59216.96875,20037163,005930.KS,삼성전자
2022-11-14,62900.0,62900.0,61700.0,61900.0,58275.53125,15973416,005930.KS,삼성전자
2022-11-15,62200.0,62500.0,61600.0,62400.0,58746.25,12310986,005930.KS,삼성전자
2022-11-16,62400.0,62700.0,61700.0,62700.0,59028.68359375,12909260,005930.KS,삼성전자
2022-11-17,62000.0,62000.0,61300.0,61400.0,57804.8046875,13298296,005930.KS,삼성전자
2022-11-18,61800.0,62400.0,61400.0,61800.0,58181.3828125,12236503,005930.KS,삼성전자
2022-11-21,61400.0,61800.0,60800.0,61400.0,57804.8046875,9378097,005930.KS,삼성전자
2022-11-22,60900.0,61200.0,60300.0,60600.0,57051.64453125,9411289,005930.KS,삼성전자
2022-11-23,61200.0,61300.0,60700.0,61000.0,57428.23046875,8765050,005930.KS,삼성전자
2022-11-24,61200.0,61700.0,60900.0,61400.0,57804.8046875,8125010,005930.KS,삼성전자
2022-11-25,61400.0,61700.0,60800.0,61000.0,57428.23046875,6677933,005930.KS,삼성전자
2022-11-28,60500.0,60500.0,59800.0,60100.0,56580.92578125,8589032,005930.KS,삼성전자
2022-11-29,59900.0,60600.0,59800.0,60600.0,57051.64453125,7014160,005930.KS,삼성전자
2022-11-30,60400.0,62200.0,60200.0,62200.0,58557.9609375,19768903,005930.KS,삼성전자
2022-12-01,63100.0,63200.0,62300.0,62600.0,58934.546875,16631445,005930.KS,삼성전자
2022-12-02,62500.0,62500.0,60400.0,60400.0,56863.359375,15331184,005930.KS,삼성전자
2022-12-05,60900.0,61100.0,60000.0,60300.0,56769.2109375,13767787,005930.KS,삼성전자
2022-12-06,59800.0,60100.0,59200.0,59200.0,55733.625,13888300,005930.KS,삼성전자
2022-12-07,58800.0,59600.0,58500.0,58900.0,55451.19140625,12100662,005930.KS,삼성전자
2022-12-08,58700.0,59200.0,58600.0,59200.0,55733.625,12986815,005930.KS,삼성전자
2022-12-09,59300.0,60600.0,59300.0,60400.0,56863.359375,10529632,005930.KS,삼성전자
2022-12-12,59900.0,60000.0,59400.0,59500.0,56016.05859375,9036472,005930.KS,삼성전자
2022-12-13,59600.0,60300.0,59400.0,59700.0,56204.33984375,9040873,005930.KS,삼성전자
2022-12-14,59800.0,60600.0,59800.0,60500.0,56957.5,8207485,005930.KS,삼성전자
2022-12-15,59800.0,60200.0,59300.0,59300.0,55827.765625,8716039,005930.KS,삼성전자
2022-12-16,58300.0,59500.0,58300.0,59500.0,56016.05859375,13033596,005930.KS,삼성전자
2022-12-19,59500.0,59900.0,59100.0,59500.0,56016.05859375,7696187,005930.KS,삼성전자
2022-12-20,59000.0,59100.0,58500.0,58600.0,55168.7578125,9284761,005930.KS,삼성전자
2022-12-21,58700.0,59100.0,58000.0,58000.0,54603.88671875,10356971,005930.KS,삼성전자
2022-12-22,58100.0,59100.0,58100.0,59100.0,55639.47265625,10720630,005930.KS,삼성전자
2022-12-23,58200.0,58400.0,57700.0,58100.0,54698.03515625,9829407,005930.KS,삼성전자
2022-12-26,58000.0,58100.0,57700.0,57900.0,54509.73828125,6756411,005930.KS,삼성전자
2022-12-27,58000.0,58400.0,57900.0,58100.0,54698.03515625,10667027,005930.KS,삼성전자
2022-12-28,57600.0,57600.0,56400.0,56600.0,53619.01171875,14665410,005930.KS,삼성전자
2022-12-29,56000.0,56200.0,55300.0,55300.0,52387.48828125,11295935,005930.KS,삼성전자
2023-01-02,55500.0,56100.0,55200.0,55500.0,52576.94921875,10031448,005930.KS,삼성전자
2023-01-03,55400.0,56000.0,54500.0,55400.0,52482.21875,13547030,005930.KS,삼성전자
2023-01-04,55700.0,58000.0,55600.0,57800.0,54755.8203125,20188071,005930.KS,삼성전자
2023-01-05,58200.0,58800.0,57600.0,58200.0,55134.75390625,15682826,005930.KS,삼성전자
2023-01-06,58300.0,59400.0,57900.0,59000.0,55892.625,17334989,005930.KS,삼성전자
2023-01-09,59700.0,60700.0,59600.0,60700.0,57503.0859375,18640107,005930.KS,삼성전자
2023-01-10,60200.0,61100.0,59900.0,60400.0,57218.87890625,14859797,005930.KS,삼성전자
2023-01-11,61000.0,61200.0,60300.0,60500.0,57313.61328125,12310751,005930.KS,삼성전자
2023-01-12,61100.0,61200.0,59900.0,60500.0,57313.61328125,16102561,005930.KS,삼성전자
2023-01-13,60500.0,61200.0,60400.0,60800.0,57597.82421875,12510328,005930.KS,삼성전자
2023-01-16,61300.0,61600.0,60800.0,61100.0,57882.015625,10039972,005930.KS,삼성전자
2023-01-17,61200.0,61500.0,60600.0,61000.0,57787.28515625,9831456,005930.KS,삼성전자
2023-01-18,60700.0,61000.0,59900.0,60400.0,57218.87890625,11584041,005930.KS,삼성전자
2023-01-19,60500.0,61500.0,60400.0,61500.0,58260.94140625,12808490,005930.KS,삼성전자
2023-01-20,62100.0,62300.0,61100.0,61800.0,58545.14453125,9646327,005930.KS,삼성전자
2023-01-25,63500.0,63700.0,63000.0,63300.0,59966.1484375,39217,005930.KS,삼성전자
2023-01-26,63800.0,63900.0,63300.0,63800.0,60439.81640625,54188,005930.KS,삼성전자
2023-01-27,64400.0,65000.0,63900.0,64600.0,61197.67578125,44282,005930.KS,삼성전자
2023-01-30,64900.0,64900.0,63100.0,63300.0,59966.1484375,59628,005930.KS,삼성전자
2023-01-31,63500.0,63700.0,61000.0,61400.0,58166.21875,163847,005930.KS,삼성전자
2023-02-01,62600.0,62700.0,61000.0,61000.0,57787.28515625,98585,005930.KS,삼성전자
2023-02-02,63200.0,63900.0,62600.0,63500.0,60155.609375,65992,005930.KS,삼성전자
2023-02-03,63900.0,64000.0,63000.0,63500.0,60155.609375,47567,005930.KS,삼성전자
2023-02-06,62800.0,63000.0,61600.0,61600.0,58355.68359375,144104,005930.KS,삼성전자
2023-02-07,61900.0,62500.0,61600.0,62000.0,58734.6171875,32873,005930.KS,삼성전자
2023-02-08,62800.0,63300.0,62400.0,63100.0,59776.6796875,42558,005930.KS,삼성전자
2023-02-09,63000.0,63300.0,62300.0,63300.0,59966.1484375,48035,005930.KS,삼성전자
2023-02-10,62600.0,63000.0,62400.0,62900.0,59587.2109375,44786,005930.KS,삼성전자
2023-02-13,62900.0,63000.0,62300.0,62900.0,59587.2109375,59395,005930.KS,삼성전자
2023-02-14,63600.0,63900.0,63200.0,63200.0,59871.41796875,70606,005930.KS,삼성전자
2023-02-15,63900.0,63900.0,62000.0,62200.0,58924.08203125,58370,005930.KS,삼성전자
2023-02-16,62500.0,63700.0,62400.0,63700.0,60345.078125,41448,005930.KS,삼성전자
2023-02-17,62900.0,63300.0,62400.0,62600.0,59303.01953125,28613,005930.KS,삼성전자
2023-02-20,62900.0,63000.0,61800.0,62700.0,59397.74609375,29846,005930.KS,삼성전자
2023-02-21,62700.0,62800.0,62000.0,62100.0,58829.34765625,60971,005930.KS,삼성전자
2023-02-22,61500.0,61800.0,61000.0,61100.0,57882.015625,39178,005930.KS,삼성전자
2023-02-23,61700.0,62500.0,61500.0,62000.0,58734.6171875,37145,005930.KS,삼성전자
